Type,VIN,Year,Make,Body,Doors,Int_Color_Generic,Transmission,Miles,SellingPrice,Ext_Color_Generic,Drivetrain,Fuel_Type,CityMPG,HighwayMPG,PassengerCapacity
Used,2UJ6TY3LFP3222GJP,2024,Honda,Hatchback,4,Black,Variable,41793,19198,White,FWD,Gasoline Fuel,30,38,5
Used,LV6JKDNZ3VL2RSYY0,2018,Chrysler,"Mini-van, Passenger",4,,Automatic,33858,19198,Red,FWD,Gasoline Fuel,19,28,7
Used,H8U26AA7EJHHFLTMY,2021,Hyundai,4dr Car,4,Gray,Automatic,63988,19198,Red,FWD,Gasoline Fuel,27,37,5
Used,KZ7NX91F7S2FNVPVG,2022,Honda,4dr Car,4,Black,Variable,59640,19198,,FWD,Gasoline Fuel,29,35,5
New,LETAHN73Z7WKKNM7C,2018,Mercedes-Benz,Sport Utility,4,Brown,Automatic,0,19298,Red,RWD,Gasoline Fuel,22,28,5
New,DD077GZZA62SK7MU7,2021,Dodge,2dr Car,2,Black,Automatic,0,19497,Red,RWD,Gasoline Fuel,19,30,5
New,ZZJGBH9VU7HDAR38W,2022,Honda,4dr Car,4,Black,Variable,0,19497,Red,FWD,Gasoline Fuel,30,37,5
New,UX4ENC9BPX2JGPZZC,2019,Toyota,Sport Utility,4,Black,Automatic,0,19497,Black,FWD,Gasoline Fuel,26,35,5
Used,TJAX9UBHMPR2156W1,2023,Chevrolet,4dr Car,4,Black,Automatic,25499,19497,White,FWD,Gasoline Fuel,27,35,5
New,HSX6LEV6VRSVW31NP,2023,Hyundai,Sport Utility,4,Gray,Automatic,0,19498,Black,AWD,Hybrid Fuel,36,31,5
New,L1EHEUZJR1U2SZ2KM,2023,Hyundai,Sport Utility,4,Black,Automatic,0,19498,Silver,FWD,Gasoline Fuel,25,32,5
Used,LHCUX6N2GW41CU646,2021,Alfa Romeo,4dr Car,4,Black,Automatic,24613,19498,Blue,RWD,Gasoline Fuel,24,33,5
Used,MA50171EF7TW3RLCY,2024,Mazda,4dr Car,4,Black,Automatic,17306,19498,Blue,FWD,Gasoline Fuel,27,37,5
New,MVL9TUVVLB9XBC3JA,2022,Toyota,Extended Cab Pickup,4,,Automatic,0,19498,White,RWD,Gasoline Fuel,20,23,4
Used,C9TEJU4SCHVZ5DP82,2023,Toyota,4dr Car,4,Black,Automatic,34466,19498,Silver,FWD,Gasoline Fuel,28,39,5
Used,508NBYKDKSA68R20N,2022,Honda,Hatchback,4,Black,Variable,50922,19498,Silver,FWD,Gasoline Fuel,29,37,5
New,Y8HTL43AUPBA415YZ,2018,Toyota,2dr Car,2,Black,Manual,0,19498,,RWD,Gasoline Fuel,21,28,4
Used,AB8GSU730Z7CCA2NK,2020,Hyundai,3dr Car,3,Black,Manual,54107,19498,Red,FWD,Gasoline Fuel,22,29,4
Used,26P0LPK6CU3WN6WR8,2021,Hyundai,Sport Utility,4,Black,Automatic,48697,19498,Black,AWD,Gasoline Fuel,22,25,5
New,NC841AYY2HGK2UBW3,2020,Lexus,Sport Utility,4,Black,Automatic,0,19498,Gray,FWD,Gasoline Fuel,22,28,5
Used,U4EUWX5KUADSTGVV2,2017,BMW,Sport Utility,4,Black,Automatic,74847,19498,Black,AWD,Gasoline Fuel,18,24,5
New,1LM718G3DBAS024WK,2024,Volkswagen,4dr Car,4,Black,Automatic,0,19498,Black,FWD,Gasoline Fuel,29,40,5
Used,FACVLF97D0USU3C18,2018,Ford,Extended Cab Pickup,4,Gray,Automatic,69381,19498,Red,RWD,Gasoline Fuel,20,26,6
Used,R518X29MWX4KNEAKA,2020,Nissan,Crew Cab Pickup,4,,Automatic,62929,19498,Black,RWD,Gasoline Fuel,18,24,5
Used,SBDSN7M5C4N66NSPN,2022,Hyundai,Sport Utility,4,Tan,Automatic,48413,19498,Blue,AWD,Gasoline Fuel,22,25,5
Used,G63UV4AMUL2NDLX8E,2023,Toyota,4dr Car,4,Black,Automatic,37683,19498,Silver,FWD,Gasoline Fuel,28,39,5
Used,Y8FV83R7FMRKACRCL,2022,Kia,Sport Utility,4,Gray,Automatic,16754,19498,Silver,AWD,Gasoline Fuel,22,26,5
Used,YE4J4L03HWDT2V129,2016,Jeep,Convertible,4,Black,Automatic,71092,19498,Gray,4WD,Gasoline Fuel,16,20,5
Used,Y414JP56B2L0Z3KMV,2024,Toyota,4dr Car,4,Black,Variable,6099,19498,,FWD,Gasoline Fuel,32,41,5
Used,RG8H36KDYES5TYT1U,2017,Lincoln,4dr Car,4,Black,Automatic,29284,19498,Silver,FWD,Gasoline Fuel,17,26,5
New,2ZD1V60TLZDP8U2Z0,2019,Volkswagen,Sport Utility,4,Black,Automatic,0,19498,Black,AWD,Gasoline Fuel,17,23,7
Used,LKZ74H2PWJ1KNP761,2023,Nissan,Sport Utility,4,Gray,Variable,30971,19498,Black,FWD,Gasoline Fuel,30,37,5
Used,Z9C8LVTSFVYWXNBW5,2022,Mitsubishi,Sport Utility,4,Black,Variable,62994,19498,Silver,4WD,Gasoline Fuel,24,30,7
Used,X0FU5MHG7NXGMNDH5,2024,Hyundai,Sport Utility,4,Black,Variable,893,19498,Blue,FWD,Gasoline Fuel,29,33,5
New,D5MRXZFGM9K6U8ZBZ,2022,Kia,4dr Car,4,Black,Automatic,0,19498,Black,FWD,Gasoline Fuel,27,37,5
Used,RPWVKGX3D5AP5CHH7,2018,Dodge,4dr Car,4,Black,Automatic,72344,19498,Gray,RWD,Gasoline Fuel,16,25,5
Used,ELXYKS5RP55302ZJN,2017,Ram,Crew Cab Pickup,4,Gray,Automatic,73630,19498,Red,RWD,Gasoline Fuel,15,22,6
Used,ZV2K5URHCKF72HTC3,2021,Kia,"Mini-van, Passenger",4,Gray,Automatic,75669,19498,Gray,FWD,Gasoline Fuel,18,24,8
New,HFP1J7W1DKYTMTYTT,2021,Ram,Regular Cab Pickup,2,Gray,Automatic,0,19498,Silver,RWD,Gasoline Fuel,17,25,3
Used,MCBLCHDZ6HMTU26BF,2022,Nissan,Sport Utility,4,Gray,Variable,35420,19498,Blue,AWD,Gasoline Fuel,28,35,5
Used,S6D13EYARVDZ4WNR5,2017,Jeep,Convertible,4,Black,Automatic,74568,19498,Gray,4WD,Gasoline Fuel,16,20,5
New,EMSYL69SE1LD3KMSE,2022,Kia,4dr Car,4,Black,Automatic,0,19498,Blue,FWD,Gasoline Fuel,27,37,5
New,RBLB051MBEWEL3G38,2021,Dodge,Sport Utility,4,Black,Automatic,0,19498,Black,RWD,Gasoline Fuel,19,26,7
Used,NPPUFZF91LJV99XNX,2023,Nissan,4dr Car,4,,Variable,23990,19498,Gray,FWD,Gasoline Fuel,28,37,5
Used,TWHCCWPA1ENRZ0T4V,2020,Jeep,Sport Utility,4,Black,Automatic,63867,19498,Gray,RWD,Gasoline Fuel,19,26,5
Used,44DRASMKBE51L4A0W,2022,Nissan,Extended Cab Pickup,4,Gray,Automatic,43181,19498,Red,RWD,Gasoline Fuel,18,24,4
Used,SEZUCMGYU15Z5MK7S,2021,Subaru,4dr Car,4,Black,Variable,39718,19498,Black,AWD,Gasoline Fuel,27,35,5
Used,ZC4AZSEFA35YR9A1F,2021,Toyota,4dr Car,4,Gray,Automatic,62789,19498,Black,AWD,Gasoline Fuel,25,34,5
Used,1FBKZ3R7NHF7T9E1U,2019,Ram,Crew Cab Pickup,4,Gray,Automatic,66949,19498,Black,RWD,Gasoline Fuel,15,22,6
New,XXA231E4S9DU8E8PB,2016,Ford,Extended Cab Pickup,4,Gray,Automatic,0,19498,,RWD,Gasoline Fuel,18,25,6
Used,T3JNM8497BCRURK4J,2023,Nissan,4dr Car,4,,Variable,29777,19498,Black,FWD,Gasoline Fuel,27,37,5
Used,PVS5XSNFA0VNKD95E,2023,Nissan,4dr Car,4,Gray,Variable,52064,19498,Silver,FWD,Gasoline Fuel,27,37,5
Used,X4PPH4XKPGAVUSR9D,2023,Nissan,4dr Car,4,,Variable,15582,19498,Black,AWD,Gasoline Fuel,26,36,5
New,MR004JF8T5CT8NXLG,2017,Jeep,Convertible,4,Black,Automatic,0,19498,Blue,4WD,Gasoline Fuel,16,20,5
Used,4SWPDVAB7CRDKE34C,2021,Ford,Convertible,2,Black,Automatic,45801,19498,Silver,RWD,Gasoline Fuel,20,27,4
Used,D7UZRLGWDVMRJGG0N,2023,Toyota,4dr Car,4,Gray,Automatic,40864,19498,Gray,FWD,Gasoline Fuel,28,39,5
New,YU3X2F06BZ28P4H7V,2018,Jeep,Convertible,2,Black,Automatic,0,19498,Black,4WD,Gasoline Fuel,18,23,4
Used,ZCX0DFND4XHWM7KUN,2015,Jeep,Convertible,4,Black,Manual,75405,19498,Black,4WD,Gasoline Fuel,16,21,5
Used,EL3ZR6EKVR1C9DTSY,2018,Dodge,4dr Car,4,Black,Automatic,22047,19498,Silver,RWD,Gasoline Fuel,19,30,5
New,UKZ9KJHE223UTM6KJ,2020,Ford,Convertible,2,Black,Automatic,0,19498,,RWD,Gasoline Fuel,20,28,4
Used,AXBRCD4JPKKUVM2EU,2021,Nissan,4dr Car,4,Gray,Variable,35422,19498,Black,AWD,Gasoline Fuel,25,35,5
Used,CXM2XCXUSHZ0EPS6A,2020,Land Rover,Sport Utility,4,Black,Automatic,22257,19698,Black,4WD,Gasoline Fuel,19,24,5
Used,S78T7FPWMMMEJ04C0,2023,Nissan,4dr Car,4,,Variable,4299,19898,Gray,FWD,Gasoline Fuel,28,37,5
Used,CYAPJS1194J7NKZTG,2019,Ram,Regular Cab Pickup,2,Gray,Automatic,66479,19898,White,4WD,Gasoline Fuel,15,21,3
Used,K1WD8CA15EMY6PKFR,2021,BMW,4dr Car,4,Black,Automatic,29567,19898,Black,FWD,Gasoline Fuel,24,33,5
New,R11HCP7C76ZSYX6TU,2016,Mercedes-Benz,Convertible,2,Gray,Automatic,0,19898,Gray,RWD,Gasoline Fuel,20,29,4
New,3YMVBHY0GXZXEWTGL,2023,Nissan,4dr Car,4,,Variable,0,19958,Black,FWD,Gasoline Fuel,27,37,5
Used,LCTXWX148H2B6YTG7,2023,Toyota,Sport Utility,4,Gray,Variable,6761,19997,Silver,FWD,Gasoline Fuel,31,33,5
New,LUUADW5WSSSLT27XM,2022,Mitsubishi,Sport Utility,4,Black,Variable,0,19997,Red,FWD,Gasoline Fuel,24,31,7
New,440BV63NKYMS8U1V1,2020,Volkswagen,Sport Utility,4,Black,Automatic,0,19997,Gray,AWD,Gasoline Fuel,16,22,5
New,CLZF2HD8JGCGNEGG4,2016,Dodge,2dr Car,2,Black,Automatic,0,19997,Gray,RWD,Gasoline Fuel,16,25,5
Used,F036EU3R99GT6C5FG,2020,Toyota,4dr Car,4,Black,Automatic,34999,19997,Silver,FWD,Gasoline Fuel,28,39,5
Used,M60PFPT3YK0A3GCN6,2016,Ram,Crew Cab Pickup,4,Gray,Automatic,42166,19998,Gray,4WD,Gasoline Fuel,16,23,5
Used,L6REW0VRFP0BMKYD7,2020,Alfa Romeo,4dr Car,4,Tan,Automatic,30761,19998,Red,AWD,Gasoline Fuel,23,31,5
New,GVG8H8LKDDW0D29ED,2023,Dodge,4dr Car,4,Black,Automatic,0,19998,Red,RWD,Gasoline Fuel,19,30,5
New,ZFPBSZDJBGV0WGNRP,2021,Audi,4dr Car,4,Black,Automatic,0,19998,Black,AWD,Hybrid Fuel,24,31,5
Used,GE8MKSW85MHBP6UPP,2018,Cadillac,Sport Utility,4,,Automatic,74355,19998,White,FWD,Gasoline Fuel,19,26,5
Used,B3FPS6JCEHXUNZE96,2017,Nissan,Sport Utility,4,Gray,Automatic,63274,19998,Gray,RWD,Gasoline Fuel,14,19,8
Used,LAXU07VX4JLXKL7DS,2021,Mazda,Sport Utility,4,Black,Automatic,18427,19998,Blue,AWD,Gasoline Fuel,24,31,5
Used,K31R5W0RHDHFS5394,2018,Subaru,4dr Car,4,Black,Manual,45005,19998,Silver,AWD,Gasoline Fuel,21,27,5
Used,RMGPA758P8Z0JVB0D,2020,Honda,Hatchback,4,Black,Variable,31258,19998,Silver,FWD,Gasoline Fuel,29,35,5
Used,RUWTCUZ63VK6WX4AJ,2021,Toyota,4dr Car,4,Black,Automatic,51374,19998,Silver,FWD,Gasoline Fuel,28,39,5
New,32FNST8LV9JXKC2F1,2021,Honda,Hatchback,4,Black,Variable,0,19998,Gray,FWD,Gasoline Fuel,31,40,5
Used,R3M4YC5LZ32S83MXH,2018,Lexus,4dr Car,4,,Automatic,67931,19998,Silver,RWD,Gasoline Fuel,22,32,5
Used,AWUPVAC7UTDDV2K2V,2021,Ram,Regular Cab Pickup,2,Gray,Automatic,43508,19998,Silver,RWD,Gasoline Fuel,17,25,3
New,BTGT9690B49592KRV,2020,Alfa Romeo,Sport Utility,4,Black,Automatic,0,19998,Black,AWD,Gasoline Fuel,22,28,5
Used,Y26USCJA1XB8C8K7L,2017,Jeep,Convertible,4,Black,Automatic,59147,19998,Gray,4WD,Gasoline Fuel,16,20,5
Used,TM4KSYJZLR3AHZ475,2021,Kia,4dr Car,4,Black,Automatic,75039,19998,Black,FWD,Gasoline Fuel,24,32,5
Used,PUJTJ0ESXJS6AHB7L,2022,Ram,Crew Cab Pickup,4,Black,Automatic,73748,19998,Black,RWD,Gasoline Fuel,17,25,6
Used,ZH4ER8GF3M5D7AN2E,2023,Hyundai,Sport Utility,4,Gray,Automatic,21261,19998,Blue,FWD,Gasoline Fuel,25,32,5
New,NPHKRYTYXNPDCBX3P,2023,Hyundai,Sport Utility,4,Black,Automatic,0,19998,Blue,AWD,Gasoline Fuel,23,28,5
Used,5CSYBUDU1ZLVPLHXG,2017,Ford,Crew Cab Pickup,4,Gray,Automatic,75415,19998,Black,RWD,Gasoline Fuel,17,24,6
Used,LSP11WTV43NB2WKX8,2021,Toyota,Sport Utility,4,,Automatic,49357,19998,,FWD,Gasoline Fuel,27,35,5
New,HCMY8WSCFBJ5RWEVX,2022,Honda,4dr Car,4,Black,Variable,0,19998,,FWD,Gasoline Fuel,30,37,5
New,HMKL4CLVYX6D73J87,2022,Chevrolet,Extended Cab Pickup,2,Black,Automatic,0,19998,Black,RWD,Gasoline Fuel,19,25,2
Used,UTGE21PNJS0R7FSWH,2022,Mitsubishi,Sport Utility,4,Black,Variable,60304,19998,Silver,FWD,Gasoline Fuel,24,31,7
Used,VRFY24LJ16UNYE8KE,2016,Jeep,Convertible,2,Black,Automatic,60862,19998,Gray,4WD,Gasoline Fuel,17,21,4
New,H553TEK6FLCLCUUTZ,2020,Ram,Crew Cab Pickup,4,Gray,Automatic,0,19998,White,RWD,Gasoline Fuel,15,22,6
Used,MKC7YV19BVPMW0WBF,2021,Nissan,4dr Car,4,Gray,Variable,29513,19998,Silver,FWD,Gasoline Fuel,28,39,5
Used,B0UZY81HYXMXBTSKH,2022,Kia,4dr Car,4,Black,Automatic,63029,19998,Black,FWD,Gasoline Fuel,27,37,5
Used,KA8BTPNTTES0M02ZC,2022,Kia,4dr Car,4,Black,Automatic,67007,19998,Black,AWD,Gasoline Fuel,25,33,5
Used,PM32ZBGPDX96VK48S,2021,Mercedes-Benz,4dr Car,4,,Automatic,56022,19998,Gray,AWD,Gasoline Fuel,23,33,5
Used,L4TD858J187S25JYK,2018,Jeep,Sport Utility,4,Black,Automatic,79840,19998,Black,4WD,Gasoline Fuel,18,25,5
Used,B29GLHWCVTZGLNM85,2020,INFINITI,Sport Utility,4,Gray,Variable,60612,19998,Blue,FWD,Gasoline Fuel,20,27,7
New,MNK3WZRZ83PL1XUGT,2019,Ram,Crew Cab Pickup,4,Gray,Automatic,0,19998,Gray,RWD,Gasoline Fuel,15,22,6
New,1BZAM66TTX2UKASRA,2019,Honda,4dr Car,4,Black,Automatic,0,19998,,FWD,Gasoline Fuel,22,32,5
New,WR85K0FKZJY2C7YM4,2017,Audi,4dr Car,4,Black,Automatic,0,19998,Silver,AWD,Gasoline Fuel,19,29,5
Used,BX61KTDB7VKG9FNJG,2023,Nissan,Sport Utility,4,Gray,Variable,44475,19998,Black,FWD,Gasoline Fuel,29,36,5
Used,YZFZW5TFEED7RDDG6,2023,Honda,4dr Car,4,Black,Variable,30792,19998,White,FWD,Gasoline Fuel,29,37,5
Used,PJKEYKWP521ZFW1KK,2019,BMW,2dr Car,2,,Automatic,27881,19998,Red,RWD,Gasoline Fuel,24,34,4
Used,4E79JRJ30YLERXW0D,2023,Nissan,4dr Car,4,,Variable,11364,19998,Blue,FWD,Gasoline Fuel,27,37,5
Used,CMURTZ2AGRV7C7M5H,2022,Honda,4dr Car,4,Black,Variable,23070,19998,Silver,FWD,Gasoline Fuel,33,42,5
New,3CCRZ997H0T1YGVTX,2018,Mercedes-Benz,Sport Utility,4,Black,Automatic,0,19998,Black,AWD,Gasoline Fuel,18,22,5
Used,X2008FGEARMYAYYPK,2021,Ram,Crew Cab Pickup,4,Gray,Automatic,75706,19998,White,RWD,Gasoline Fuel,15,22,6
Used,E26PRDRZHCAMAHSPT,2019,INFINITI,Sport Utility,4,Gray,Variable,32023,19998,Blue,FWD,Gasoline Fuel,24,31,5
Used,G6ZKK207BAY9E825Y,2022,Ford,Crew Cab Pickup,4,Black,Automatic,60399,19998,White,AWD,Gasoline Fuel,22,29,5
Used,WS6UMDKU7EZ58MAXV,2021,Hyundai,4dr Car,4,Black,Automatic,36652,19998,White,FWD,Gasoline Fuel,27,37,5
New,2J6YX4XM7D50W89DJ,2023,Kia,Sport Utility,4,Black,Automatic,0,19998,Silver,FWD,Gasoline Fuel,25,32,5
Used,F4E5T2PBG3BK2YZKH,2022,Ram,Crew Cab Pickup,4,Gray,Automatic,75088,19998,White,RWD,Gasoline Fuel,17,25,6
Used,HZZV91JF2X935X773,2019,Honda,4dr Car,4,Gray,Variable,38849,19998,,FWD,Gasoline Fuel,30,38,5
Used,CWVG3679873GMHXG2,2019,Toyota,4dr Car,4,Black,Automatic,75040,19998,Red,FWD,Gasoline Fuel,28,39,5
Used,N5UD37T1SMKJS0WZ1,2021,Toyota,Extended Cab Pickup,4,,Automatic,75568,19998,White,RWD,Gasoline Fuel,20,23,4
Used,EECZH79W13C3SGWRT,2021,Hyundai,Sport Utility,4,Black,Automatic,23698,19998,Black,FWD,Gasoline Fuel,25,28,5
Used,GJPGHDG4THXCTYZPE,2021,Dodge,Sport Utility,4,Black,Automatic,66869,19998,Gray,AWD,Gasoline Fuel,18,25,5
Used,36C9U12HYA3XU61C9,2022,Chevrolet,Extended Cab Pickup,2,Black,Automatic,20089,19998,Gray,RWD,Gasoline Fuel,19,25,2
Used,JRZ1YMG3NMD2ZRBU8,2020,Lincoln,Sport Utility,4,,Automatic,69160,19998,Blue,AWD,Gasoline Fuel,20,25,5
Used,AHGD0MGJH7BVDWE61,2020,Honda,4dr Car,4,,Variable,50713,20298,Silver,FWD,Gasoline Fuel,30,38,5
Used,GP6SLPPNKU9LSP5P3,2023,Nissan,4dr Car,4,,Variable,13651,20298,Blue,FWD,Gasoline Fuel,27,37,5
Used,L0KLD64S7E6U187AH,2022,Hyundai,4dr Car,4,Gray,Automatic,31980,20298,White,FWD,Gasoline Fuel,27,37,5
New,LHU83HE0PKP46N0TH,2023,Dodge,4dr Car,4,Black,Automatic,0,20398,Silver,RWD,Gasoline Fuel,19,30,5
New,18EYVLLLBSBWULFS4,2016,Nissan,2dr Car,2,Black,Manual,0,20498,Black,RWD,Gasoline Fuel,18,26,2
New,Z8JS24DT5ZT69T5R5,2023,Honda,4dr Car,4,Black,Variable,0,20498,Red,FWD,Gasoline Fuel,30,37,5
Used,TVCGNFBE62LPNHMNJ,2023,Chevrolet,Regular Cab Pickup,2,Black,Automatic,12325,20498,White,RWD,Gasoline Fuel,17,21,3
New,Z30W12R30HETBS38U,2022,Chevrolet,Extended Cab Pickup,2,Black,Automatic,0,20498,Black,RWD,Gasoline Fuel,19,25,2
Used,S7RMDGMBC2R9J2MS3,2017,Jeep,Convertible,2,Black,Manual,21789,20498,Gray,4WD,Gasoline Fuel,17,21,4
New,N22X3GRWXX78TWANP,2023,Nissan,Sport Utility,4,Gray,Variable,0,20498,Silver,FWD,Gasoline Fuel,30,37,5
Used,UATEGA1AX66D4P8C7,2023,Toyota,4dr Car,4,Black,Automatic,25207,20498,,FWD,Gasoline Fuel,28,39,5
Used,UWUDR3AJRJ8DLBFJZ,2019,Ram,Full-size Cargo Van,3,Black,Automatic,71783,20498,White,FWD,Gasoline Fuel,,,2
Used,DZPS18T33XZ5AVPRY,2024,Mitsubishi,Sport Utility,4,Black,Variable,943,20498,Red,4WD,Gasoline Fuel,25,28,5
Used,HGFGKSPE7L6KRRYNB,2021,Kia,Sport Utility,4,Black,Automatic,38902,20498,Red,FWD,Gasoline Fuel,24,29,7
New,E274YKWDAJJZPEYPX,2023,Chevrolet,Sport Utility,4,Gray,Automatic,0,20498,Black,FWD,Electric Fuel System,125,104,5
Used,290CNGAD2MRX5JJTF,2020,Dodge,2dr Car,2,Black,Automatic,72794,20498,Blue,RWD,Gasoline Fuel,16,25,5
Used,A6F6DKLEC9F2CBSJ1,2021,BMW,4dr Car,4,Black,Automatic,31955,20498,Black,FWD,Gasoline Fuel,24,33,5
Used,B32ZT3BESSVRUZY4B,2022,Hyundai,4dr Car,4,Gray,Automatic,14571,20498,Blue,FWD,Gasoline Fuel,27,37,5
New,WYFC0FL948CHZN25H,2019,Chevrolet,Extended Cab Pickup,4,Gray,Automatic,0,20498,White,4WD,Gasoline Fuel,15,21,6
New,D1V0DUEB3M3HFYGH9,2024,Honda,4dr Car,4,Black,Variable,0,20498,Gray,FWD,Gasoline Fuel,31,40,5
Used,PPFNYMJDJXXAE049R,2023,Mazda,Sport Utility,4,Black,Automatic,34264,20498,Blue,AWD,Gasoline Fuel,24,30,5
Used,UR6YX5GVCFMAMG9EJ,2021,Chevrolet,Sport Utility,4,Black,Automatic,53762,20498,White,FWD,Gasoline Fuel,18,27,8
Used,59T7YJ2YTSP1NBJWZ,2023,Nissan,Sport Utility,4,Gray,Variable,23708,20498,Gray,FWD,Gasoline Fuel,30,37,5
Used,HULAD8KXULZAX9132,2024,Nissan,Sport Utility,4,Gray,Variable,6982,20498,White,FWD,Gasoline Fuel,30,37,5
New,GUVVA3VG6MR0ZFRKC,2022,Dodge,4dr Car,4,Black,Automatic,0,20498,Blue,RWD,Gasoline Fuel,19,30,5
Used,NGDA9XEL6CVBZWDGK,2018,Honda,4dr Car,4,Black,Automatic,36035,20498,Black,FWD,Gasoline Fuel,23,34,5
Used,3NGYXN95H1MBTP749,2022,Honda,4dr Car,4,Black,Variable,78800,20498,Gray,FWD,Gasoline Fuel,29,35,5
New,BAZ0L5DR7FBJ0X19U,2019,Nissan,Crew Cab Pickup,4,,Automatic,0,20498,White,4WD,Gasoline Fuel,15,21,5
Used,HR7ZXB8RCDCJT64B3,2021,Alfa Romeo,Sport Utility,4,Black,Automatic,27956,20498,Gray,RWD,Gasoline Fuel,22,29,5
New,Y469SFAKWEMREDPLD,2020,Chevrolet,2dr Car,2,Black,Automatic,0,20498,Gray,RWD,Gasoline Fuel,22,31,4
Used,ASP8U87Y44L5NX03D,2023,Kia,4dr Car,4,Black,Automatic,58901,20498,Blue,FWD,Gasoline Fuel,27,37,5
New,TJZE6TGJJTE5PHCKE,2019,Mercedes-Benz,Sport Utility,4,Black,Automatic,0,20498,Black,AWD,Hybrid Fuel,,,5
New,AGKRY9RETFJBBTV8P,2019,Nissan,Crew Cab Pickup,4,,Automatic,0,20498,Gray,RWD,Gasoline Fuel,16,23,5
New,ZMCK1HGF6VTXX22W2,2021,Kia,4dr Car,4,Black,Automatic,0,20498,Blue,FWD,Gasoline Fuel,27,37,5
Used,5RB1K70CMBHGR105N,2023,Nissan,4dr Car,4,,Variable,12675,20498,Red,FWD,Gasoline Fuel,28,37,5
New,WVW2NSR4HSKWRH5R1,2022,Toyota,4dr Car,4,Gray,Automatic,0,20498,Blue,FWD,Gasoline Fuel,28,39,5
Used,W5WF8YATU75TZWY1K,2023,Honda,4dr Car,4,Black,Variable,13078,20498,Gray,FWD,Gasoline Fuel,31,40,5
Used,UPX0S9F7YK9FGTGMR,2023,Honda,4dr Car,4,Black,Variable,41258,20498,Black,FWD,Gasoline Fuel,29,37,5
New,249MBE9VE3420T2XU,2019,Dodge,2dr Car,2,Black,Manual,0,20797,Gray,RWD,Gasoline Fuel,15,23,5
Used,5P305Y8U9NT0LNMGH,2022,Honda,4dr Car,4,Black,Variable,70026,20798,White,FWD,Gasoline Fuel,29,35,5
Used,BB613DA5LV6L3DX7E,2017,Chevrolet,Extended Cab Pickup,4,Black,Automatic,63347,20898,Red,4WD,Gasoline Fuel,16,22,6
Used,GD0K384ZGEYJ8S8FU,2024,Honda,Sport Utility,4,Black,Variable,28089,20898,Black,FWD,Gasoline Fuel,26,32,5
New,W0RM6PDRS4DLPF9CL,2018,Mercedes-Benz,Convertible,2,Black,Automatic,0,20898,White,RWD,Gasoline Fuel,22,29,4
Used,C1H10A1590BJUFJXL,2021,Kia,Sport Utility,4,Black,Automatic,2162,20898,Red,FWD,Gasoline Fuel,24,29,7
Used,HLPUX8K9VBLNGZ12B,2022,Kia,4dr Car,4,Black,Automatic,64168,20898,Black,FWD,Gasoline Fuel,27,37,5
New,WC8ZH4FAAEB7DAR1R,2021,Dodge,2dr Car,2,Black,Automatic,0,20997,Gray,RWD,Gasoline Fuel,16,25,5
Used,RVERN1XP3VDJPXWK6,2018,Chevrolet,Extended Cab Pickup,4,Black,Automatic,72300,20998,Silver,4WD,Gasoline Fuel,16,22,6
Used,BJP58JDT28CSYUB2J,2017,Ram,Crew Cab Pickup,4,Black,Automatic,45912,20998,Black,4WD,Gasoline Fuel,15,21,6
Used,PC2DAP20J29U28C9M,2020,Genesis,4dr Car,4,Black,Automatic,50102,20998,White,RWD,Gasoline Fuel,18,26,5
New,C7X03JTRM2DLJW0NG,2024,Hyundai,Sport Utility,4,Black,Variable,0,20998,Yellow,FWD,Gasoline Fuel,29,34,5
Used,KZ7B39LBTTLGJS38S,2021,Mercedes-Benz,4dr Car,4,Black,Automatic,61813,20998,Gray,RWD,Gasoline Fuel,23,35,5
Used,Z7CEM9GFYH3BW382P,2022,Chrysler,4dr Car,4,Black,Automatic,29149,20998,White,RWD,Gasoline Fuel,19,30,5
New,MKBLU9966AN0F5FRZ,2021,Honda,4dr Car,4,,Variable,0,20998,White,FWD,Gasoline Fuel,30,38,5
Used,S3C9DJ11UR00LJ3AN,2018,INFINITI,4dr Car,4,Gray,Automatic,48874,20998,Gray,RWD,Gasoline Fuel,20,29,5
New,SRV68A1R1YADLN1XL,2018,Jeep,Convertible,2,Black,Automatic,0,20998,Gray,4WD,Gasoline Fuel,17,21,4
Used,DF1BEA5KM7YSCZXCE,2021,Alfa Romeo,Sport Utility,4,Black,Automatic,51352,20998,Black,AWD,Gasoline Fuel,22,28,5
Used,UKDVJZ6D87T8H6UA6,2022,Ford,2dr Car,2,Black,Automatic,59015,20998,Silver,RWD,Gasoline Fuel,21,29,4
Used,L4TL1KP65TZB2XNPJ,2021,Audi,Sport Utility,4,Gray,Automatic,61128,20998,Black,AWD,Hybrid Fuel,23,28,5
Used,YY5P97AG2AX7EZL5A,2019,BMW,Sport Utility,4,Black,Automatic,31278,20998,Blue,AWD,Gasoline Fuel,22,29,5
New,4G9URC2XDCY3D39DK,2016,Jeep,Convertible,4,Black,Manual,0,20998,White,4WD,Gasoline Fuel,16,21,5
Used,2RAXCRD37VEY24AR7,2023,Toyota,4dr Car,4,Gray,Automatic,13588,20998,Silver,FWD,Gasoline Fuel,28,39,5
New,E0LKUBP5HPLU2A3DF,2021,INFINITI,4dr Car,4,Gray,Automatic,0,20998,Gray,RWD,Gasoline Fuel,20,29,5
Used,WW77K5AGUB7NBCACL,2023,Nissan,4dr Car,4,,Variable,8606,20998,Blue,FWD,Gasoline Fuel,25,34,5
