VIN,Type,Year,Make,Model,Body,Doors,Ext_Color_Generic,Int_Color_Generic,EngineCylinders,Transmission,Miles,SellingPrice,Engine_Block_Type,Engine_Description,Drivetrain,Fuel_Type,CityMPG,HighwayMPG,MarketClass,PassengerCapacity
SJ6HB6KC6KDMHGU9X,Used,2019,Acura,ILX,4dr Car,4,Black,Black,4,Automatic,70461,18998,I,Premium Unleaded I-4 2.4 L/144,FWD,Gasoline Fuel,24,34,4-door Compact Passenger Car,5
MEK26EPDX68KCUW5W,New,2021,Ford,Mustang,2dr Car,2,Black,Black,4,Automatic,0,18998,I,Intercooled Turbo Premium Unleaded I-4 2.3 L/140,RWD,Gasoline Fuel,21,29,2-door Sub-Compact Passenger Car,4
L0C6KDHV2SM8BZXAB,Used,2021,Hyundai,Tucson,Sport Utility,4,Black,Black,4,Automatic,45544,18998,I,Regular Unleaded I-4 2.4 L/144,AWD,Gasoline Fuel,21,26,4WD Sport Utility Vehicles,5
WYJVGW4KRLBNK90TP,New,2021,Kia,Sorento,Sport Utility,4,Gray,Black,4,Automatic,0,18998,I,Regular Unleaded I-4 2.5 L/152,FWD,Gasoline Fuel,24,29,2WD Sport Utility Vehicles,7
N8VXFKNMSKE3RLRPH,New,2021,Honda,Accord Sedan,4dr Car,4,Red,Black,4,Variable,0,18998,I,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,FWD,Gasoline Fuel,29,35,4-door Large Passenger Car,5
GC43NH7FTTGW6YW2K,Used,2022,Kia,Seltos,Sport Utility,4,Blue,Black,4,Variable,17882,18998,I,Regular Unleaded I-4 2.0 L/122,AWD,Gasoline Fuel,27,31,4WD Sport Utility Vehicles,5
XYMDFVFTK7VNVCKC1,New,2022,Hyundai,Sonata,4dr Car,4,Black,Gray,4,Automatic,0,18998,I,Intercooled Turbo Regular Unleaded I-4 1.6 L/98,FWD,Gasoline Fuel,27,37,4-door Large Passenger Car,5
T7FTEKNL909ZMNR5J,Used,2014,Nissan,370Z,Convertible,2,White,Red,6,Automatic,67210,18998,V,Premium Unleaded V-6 3.7 L/226,RWD,Gasoline Fuel,18,25,Two-seater Passenger Car,2
2AN108T1PHUFWWLJA,New,2016,Lexus,IS 300,4dr Car,4,White,Brown,6,Automatic,0,18998,V,Premium Unleaded V-6 3.5 L/211,AWD,Gasoline Fuel,19,26,4-door Compact Passenger Car,5
AA6HYS9HZM2L4USXZ,Used,2019,Volkswagen,Atlas,Sport Utility,4,Black,Black,6,Automatic,67168,18998,V,Regular Unleaded V-6 3.6 L/220,FWD,Gasoline Fuel,17,24,2WD Sport Utility Vehicles,7
XBZX6PEV5LZKDXU34,Used,2015,Jeep,Wrangler Unlimited,Convertible,4,Silver,Black,6,Automatic,71609,18998,V,Regular Unleaded V-6 3.6 L/220,4WD,Gasoline Fuel,16,20,4WD Sport Utility Vehicles,5
CVE4YYJ066C23HN5K,New,2022,Kia,K5,4dr Car,4,White,Black,4,Automatic,0,18998,I,Intercooled Turbo Regular Unleaded I-4 1.6 L/98,FWD,Gasoline Fuel,27,37,4-door Large Passenger Car,5
WRWPELDE7KHE0DZT6,New,2020,Hyundai,Santa Fe,Sport Utility,4,Black,Gray,4,Automatic,0,18998,I,Intercooled Turbo Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,20,27,2WD Sport Utility Vehicles,5
GPXKYD20B7B5AL9V8,New,2020,Honda,Pilot,Sport Utility,4,Black,Tan,6,Automatic,0,18998,V,Regular Unleaded V-6 3.5 L/212,FWD,Gasoline Fuel,19,27,2WD Sport Utility Vehicles,8
PS6GSNZ0N5TNU3N47,Used,2021,Honda,Civic Sedan,4dr Car,4,Black,Black,4,Variable,65720,18998,I,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,FWD,Gasoline Fuel,32,42,4-door Mid-Size Passenger Car,5
UXX47Z9MZK6XCPVUA,Used,2021,Hyundai,Santa Fe,Sport Utility,4,Silver,Gray,4,Automatic,26354,18998,I,Regular Unleaded I-4 2.5 L/152,AWD,Gasoline Fuel,22,25,4WD Sport Utility Vehicles,5
N9WDUG0ZSM4MD0C2M,New,2018,Audi,Q5,Sport Utility,4,White,Brown,4,Automatic,0,18998,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/121,AWD,Gasoline Fuel,23,27,4WD Sport Utility Vehicles,5
2A8R1RKH3RH812B95,New,2020,Honda,Pilot,Sport Utility,4,Blue,Tan,6,Automatic,0,18998,V,Regular Unleaded V-6 3.5 L/212,FWD,Gasoline Fuel,19,27,2WD Sport Utility Vehicles,8
FV5J5HKEN0TNKS3SG,Used,2022,Hyundai,Elantra,4dr Car,4,Black,Black,4,Manual,29737,18998,I,Intercooled Turbo Regular Unleaded I-4 1.6 L/98,FWD,Gasoline Fuel,25,34,4-door Mid-Size Passenger Car,5
5SDBRR0L27REA97KV,New,2023,Nissan,Rogue,Sport Utility,4,White,Gray,3,Variable,0,18998,I,Intercooled Turbo Regular Unleaded I-3 1.5 L/91,AWD,Gasoline Fuel,28,35,4WD Sport Utility Vehicles,5
LVHFWE395P84U4L30,Used,2022,Nissan,Rogue,Sport Utility,4,Gray,Gray,3,Variable,39318,18998,I,Intercooled Turbo Regular Unleaded I-3 1.5 L/91,AWD,Gasoline Fuel,28,35,4WD Sport Utility Vehicles,5
CX0D9WW5MTUFBZ646,Used,2017,Land Rover,Discovery,Sport Utility,4,White,Black,6,Automatic,59062,18998,V,Intercooled Supercharger Premium Unleaded V-6 3.0 L/183,4WD,Gasoline Fuel,16,21,4WD Sport Utility Vehicles,5
1FEG1MAT46CX1EFH8,Used,2022,Kia,Niro,Sport Utility,4,Red,Gray,4,Automatic,18841,18998,I,Gas/Electric I-4 1.6 L/96,FWD,Hybrid Fuel,53,48,Small Wagon,5
MHSVVL4LWCTVS5HNW,New,2019,Toyota,C-HR,Sport Utility,4,Gray,Black,4,Variable,0,18998,I,Regular Unleaded I-4 2.0 L/121,FWD,Gasoline Fuel,27,31,4-door Compact Passenger Car,5
B9RSENEDBL8A4D0E5,Used,2022,Toyota,Camry,4dr Car,4,Silver,Gray,4,Automatic,68542,18998,I,Regular Unleaded I-4 2.5 L/152,FWD,Gasoline Fuel,28,39,4-door Mid-Size Passenger Car,5
ML2XB8JEHECXBTXSM,Used,2022,Hyundai,Sonata,4dr Car,4,Gray,Gray,4,Automatic,36656,18998,I,Regular Unleaded I-4 2.5 L/152,FWD,Gasoline Fuel,27,37,4-door Large Passenger Car,5
3H3CKV0YAHD07JC1E,New,2022,Hyundai,Sonata,4dr Car,4,Blue,Gray,4,Automatic,0,18998,I,Regular Unleaded I-4 2.5 L/152,FWD,Gasoline Fuel,27,37,4-door Large Passenger Car,5
A1EUDY8ZLHR2D3MSU,New,2021,Toyota,Camry,4dr Car,4,Black,Black,4,Automatic,0,18998,I,Regular Unleaded I-4 2.5 L/152,FWD,Gasoline Fuel,28,39,4-door Mid-Size Passenger Car,5
TN1SLBZHTTNUU0S8D,Used,2022,Hyundai,Elantra,4dr Car,4,Gray,Black,4,Variable,43187,18998,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,31,41,4-door Mid-Size Passenger Car,5
Z5621RZ86X36YTCUM,Used,2021,Hyundai,Tucson,Sport Utility,4,White,Tan,4,Automatic,25902,18998,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,23,28,2WD Sport Utility Vehicles,5
P6EN2UY6D3RN4ESKF,New,2020,Honda,Accord Sedan,4dr Car,4,Black,Black,4,Variable,0,18998,I,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,FWD,Gasoline Fuel,29,35,4-door Large Passenger Car,5
R2BC2YT17P9TCDTT0,New,2021,Honda,Civic Sedan,4dr Car,4,Blue,Black,4,Variable,0,18998,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,30,38,4-door Mid-Size Passenger Car,5
P636RXC6B5RNL8A8E,Used,2022,Toyota,Corolla,4dr Car,4,Black,Black,4,Variable,27031,18998,I,Regular Unleaded I-4 1.8 L/110,FWD,Gasoline Fuel,29,37,4-door Compact Passenger Car,5
21HFBYLY5NBVA5PXU,Used,2020,Mercedes-Benz,C-Class,4dr Car,4,Gray,Black,4,Automatic,70231,18998,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/121,RWD,Gasoline Fuel,24,35,4-door Compact Passenger Car,5
GGNSXA230UCF53M80,Used,2022,Kia,K5,4dr Car,4,Red,Black,4,Automatic,52930,18998,I,Intercooled Turbo Regular Unleaded I-4 1.6 L/98,AWD,Gasoline Fuel,25,33,4-door Large Passenger Car,5
3SJT10FRW96EZ5T9C,Used,2023,Toyota,Camry,4dr Car,4,Blue,Beige,4,Automatic,42445,18998,I,Regular Unleaded I-4 2.5 L/152,FWD,Gasoline Fuel,28,39,4-door Mid-Size Passenger Car,5
F021CNRZW3WKUGPE9,Used,2022,Toyota,Camry,4dr Car,4,Silver,Black,4,Automatic,67357,18998,I,Regular Unleaded I-4 2.5 L/152,FWD,Gasoline Fuel,28,39,4-door Mid-Size Passenger Car,5
WKNLPLLYLH6HZAYE1,Used,2018,Toyota,RAV4,Sport Utility,4,Blue,Gray,4,Automatic,70325,18998,I,Regular Unleaded I-4 2.5 L/152,FWD,Gasoline Fuel,23,29,2WD Sport Utility Vehicles,5
TPG3V32SJU7FRHUGX,Used,2023,Kia,Forte,4dr Car,4,Red,Black,4,Automatic,24035,18998,I,Intercooled Turbo Regular Unleaded I-4 1.6 L/97,FWD,Gasoline Fuel,27,35,4-door Mid-Size Passenger Car,5
5EUT2DW3ZK7WELZ6A,Used,2018,Chevrolet,Traverse,Sport Utility,4,Red,Gray,6,Automatic,40676,18998,V,Gas V6 3.6L/,FWD,Gasoline Fuel,18,27,2WD Sport Utility Vehicles,7
B90CGHE15PK3BZXCP,Used,2019,Chevrolet,Traverse,Sport Utility,4,Gray,Black,6,Automatic,64642,18998,V,Gas V6 3.6L/217,FWD,Gasoline Fuel,18,27,2WD Sport Utility Vehicles,7
AKEAZBL23J5A7MPRK,Used,2020,Chevrolet,Silverado 1500,Extended Cab Pickup,4,White,Black,8,Automatic,79565,18998,V,Gas V8 5.3L/325,RWD,Gasoline Fuel,15,21,2WD Standard Pickup Trucks,6
N9VUARAF2VF58V4TZ,Used,2023,Kia,K5,4dr Car,4,Gray,Black,4,Automatic,33826,18998,I,Intercooled Turbo Regular Unleaded I-4 1.6 L/98,FWD,Gasoline Fuel,27,37,4-door Large Passenger Car,5
CL58Y16DKUVSPAPEG,Used,2023,Kia,K5,4dr Car,4,White,Black,4,Automatic,32538,18998,I,Intercooled Turbo Regular Unleaded I-4 1.6 L/98,FWD,Gasoline Fuel,27,37,4-door Large Passenger Car,5
32CBZ08FTVJP6ETYG,New,2019,Volkswagen,Atlas,Sport Utility,4,Gray,Black,6,Automatic,0,18998,V,Regular Unleaded V-6 3.6 L/220,FWD,Gasoline Fuel,17,24,2WD Sport Utility Vehicles,7
BTVV9CL817R1V033J,Used,2022,Subaru,Impreza,Hatchback,4,Blue,Black,4,Variable,21630,18998,,Regular Unleaded H-4 2.0 L/122,AWD,Gasoline Fuel,28,36,Small Wagon,5
RK21C21ALCL56HZ7D,Used,2020,Toyota,Tacoma 2WD,Extended Cab Pickup,4,White,Gray,4,Automatic,57923,18998,I,Regular Unleaded I-4 2.7 L/164,RWD,Gasoline Fuel,20,23,2WD Small Pickup Trucks,4
2UJ6TY3LFP3222GJP,Used,2024,Honda,Civic Hatchback,Hatchback,4,White,Black,4,Variable,41793,19198,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,30,38,4-door Large Passenger Car,5
LV6JKDNZ3VL2RSYY0,Used,2018,Chrysler,Pacifica,"Mini-van, Passenger",4,Red,Brown,6,Automatic,33858,19198,V,Regular Unleaded V-6 3.6 L/220,FWD,Gasoline Fuel,19,28,2WD Minivans,7
H8U26AA7EJHHFLTMY,Used,2021,Hyundai,Sonata,4dr Car,4,Red,Gray,4,Automatic,63988,19198,I,Intercooled Turbo Regular Unleaded I-4 1.6 L/98,FWD,Gasoline Fuel,27,37,4-door Large Passenger Car,5
KZ7NX91F7S2FNVPVG,Used,2022,Honda,Accord Sedan,4dr Car,4,Blue,Black,4,Variable,59640,19198,I,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,FWD,Gasoline Fuel,29,35,4-door Large Passenger Car,5
LETAHN73Z7WKKNM7C,New,2018,Mercedes-Benz,GLC,Sport Utility,4,Red,Brown,4,Automatic,0,19298,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/121,RWD,Gasoline Fuel,22,28,2WD Sport Utility Vehicles,5
DD077GZZA62SK7MU7,New,2021,Dodge,Challenger,2dr Car,2,Red,Black,6,Automatic,0,19497,V,Regular Unleaded V-6 3.6 L/220,RWD,Gasoline Fuel,19,30,2-door Mid-Size Passenger Car,5
ZZJGBH9VU7HDAR38W,New,2022,Honda,Civic Sedan,4dr Car,4,Red,Black,4,Variable,0,19497,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,30,37,4-door Mid-Size Passenger Car,5
UX4ENC9BPX2JGPZZC,New,2019,Toyota,RAV4,Sport Utility,4,Black,Black,4,Automatic,0,19497,I,Regular Unleaded I-4 2.5 L/152,FWD,Gasoline Fuel,26,35,2WD Sport Utility Vehicles,5
TJAX9UBHMPR2156W1,Used,2023,Chevrolet,Malibu,4dr Car,4,White,Black,4,Automatic,25499,19497,I,Turbocharged Gas I4 1.5L/91,FWD,Gasoline Fuel,27,35,4-door Mid-Size Passenger Car,5
HSX6LEV6VRSVW31NP,New,2023,Hyundai,Santa Fe Hybrid,Sport Utility,4,Black,Gray,4,Automatic,0,19498,I,Intercooled Turbo Gas/Electric I-4 1.6 L/98,AWD,Hybrid Fuel,36,31,4WD Sport Utility Vehicles,5
L1EHEUZJR1U2SZ2KM,New,2023,Hyundai,Tucson,Sport Utility,4,Silver,Black,4,Automatic,0,19498,I,Regular Unleaded I-4 2.5 L/152,FWD,Gasoline Fuel,25,32,2WD Sport Utility Vehicles,5
LHCUX6N2GW41CU646,Used,2021,Alfa Romeo,Giulia,4dr Car,4,Blue,Black,4,Automatic,24613,19498,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,RWD,Gasoline Fuel,24,33,4-door Mid-Size Passenger Car,5
MA50171EF7TW3RLCY,Used,2024,Mazda,Mazda3 Sedan,4dr Car,4,Blue,Black,4,Automatic,17306,19498,I,Regular Unleaded I-4 2.5 L/152,FWD,Gasoline Fuel,27,37,4-door Compact Passenger Car,5
MVL9TUVVLB9XBC3JA,New,2022,Toyota,Tacoma 2WD,Extended Cab Pickup,4,White,Gray,4,Automatic,0,19498,I,Regular Unleaded I-4 2.7 L/164,RWD,Gasoline Fuel,20,23,2WD Small Pickup Trucks,4
C9TEJU4SCHVZ5DP82,Used,2023,Toyota,Camry,4dr Car,4,Silver,Black,4,Automatic,34466,19498,I,Regular Unleaded I-4 2.5 L/152,FWD,Gasoline Fuel,28,39,4-door Mid-Size Passenger Car,5
508NBYKDKSA68R20N,Used,2022,Honda,Civic Hatchback,Hatchback,4,Silver,Black,4,Variable,50922,19498,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,29,37,4-door Large Passenger Car,5
Y8HTL43AUPBA415YZ,New,2018,Toyota,86,2dr Car,2,Blue,Black,4,Manual,0,19498,I,Premium Unleaded H-4 2.0 L/122,RWD,Gasoline Fuel,21,28,2-door Mini-Compact Passenger Car,4
AB8GSU730Z7CCA2NK,Used,2020,Hyundai,Veloster N,3dr Car,3,Red,Black,4,Manual,54107,19498,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,22,29,2-door Compact Passenger Car,4
26P0LPK6CU3WN6WR8,Used,2021,Hyundai,Santa Fe,Sport Utility,4,Black,Black,4,Automatic,48697,19498,I,Regular Unleaded I-4 2.5 L/152,AWD,Gasoline Fuel,22,25,4WD Sport Utility Vehicles,5
NC841AYY2HGK2UBW3,New,2020,Lexus,NX,Sport Utility,4,Gray,Black,4,Automatic,0,19498,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,22,28,2WD Sport Utility Vehicles,5
U4EUWX5KUADSTGVV2,Used,2017,BMW,X5,Sport Utility,4,Black,Black,6,Automatic,74847,19498,I,Intercooled Turbo Premium Unleaded I-6 3.0 L/183,AWD,Gasoline Fuel,18,24,4WD Sport Utility Vehicles,5
1LM718G3DBAS024WK,New,2024,Volkswagen,Jetta,4dr Car,4,Black,Black,4,Automatic,0,19498,I,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,FWD,Gasoline Fuel,29,40,4-door Compact Passenger Car,5
FACVLF97D0USU3C18,Used,2018,Ford,F-150,Extended Cab Pickup,4,Red,Gray,6,Automatic,69381,19498,V,Regular Unleaded 2.7 L EcoBoost,RWD,Gasoline Fuel,20,26,2WD Standard Pickup Trucks,6
R518X29MWX4KNEAKA,Used,2020,Nissan,Frontier,Crew Cab Pickup,4,Black,Gray,6,Automatic,62929,19498,V,Regular Unleaded V-6 3.8 L/231,RWD,Gasoline Fuel,18,24,2WD Standard Pickup Trucks,5
SBDSN7M5C4N66NSPN,Used,2022,Hyundai,Santa Fe,Sport Utility,4,Blue,Tan,4,Automatic,48413,19498,I,Regular Unleaded I-4 2.5 L/152,AWD,Gasoline Fuel,22,25,4WD Sport Utility Vehicles,5
G63UV4AMUL2NDLX8E,Used,2023,Toyota,Camry,4dr Car,4,Silver,Black,4,Automatic,37683,19498,I,Regular Unleaded I-4 2.5 L/152,FWD,Gasoline Fuel,28,39,4-door Mid-Size Passenger Car,5
Y8FV83R7FMRKACRCL,Used,2022,Kia,Sportage,Sport Utility,4,Silver,Gray,4,Automatic,16754,19498,I,Regular Unleaded I-4 2.4 L/144,AWD,Gasoline Fuel,22,26,4WD Sport Utility Vehicles,5
YE4J4L03HWDT2V129,Used,2016,Jeep,Wrangler Unlimited,Convertible,4,Gray,Black,6,Automatic,71092,19498,V,Regular Unleaded V-6 3.6 L/220,4WD,Gasoline Fuel,16,20,4WD Sport Utility Vehicles,5
Y414JP56B2L0Z3KMV,Used,2024,Toyota,Corolla,4dr Car,4,Red,Black,4,Variable,6099,19498,I,Regular Unleaded I-4 2.0 L/121,FWD,Gasoline Fuel,32,41,4-door Compact Passenger Car,5
RG8H36KDYES5TYT1U,Used,2017,Lincoln,Continental,4dr Car,4,Silver,Black,6,Automatic,29284,19498,V,Premium Unleaded V-6 3.7 L/227,FWD,Gasoline Fuel,17,26,4-door Large Passenger Car,5
2ZD1V60TLZDP8U2Z0,New,2019,Volkswagen,Atlas,Sport Utility,4,Black,Black,6,Automatic,0,19498,V,Regular Unleaded V-6 3.6 L/220,AWD,Gasoline Fuel,17,23,4WD Sport Utility Vehicles,7
LKZ74H2PWJ1KNP761,Used,2023,Nissan,Rogue,Sport Utility,4,Black,Gray,3,Variable,30971,19498,I,Intercooled Turbo Regular Unleaded I-3 1.5 L/91,FWD,Gasoline Fuel,30,37,2WD Sport Utility Vehicles,5
Z9C8LVTSFVYWXNBW5,Used,2022,Mitsubishi,Outlander,Sport Utility,4,Silver,Black,4,Variable,62994,19498,I,Regular Unleaded I-4 2.5 L/152,4WD,Gasoline Fuel,24,30,4WD Sport Utility Vehicles,7
X0FU5MHG7NXGMNDH5,Used,2024,Hyundai,Venue,Sport Utility,4,Blue,Black,4,Variable,893,19498,I,Regular Unleaded I-4 1.6 L/98,FWD,Gasoline Fuel,29,33,4-door Mid-Size Passenger Car,5
D5MRXZFGM9K6U8ZBZ,New,2022,Kia,K5,4dr Car,4,Black,Black,4,Automatic,0,19498,I,Intercooled Turbo Regular Unleaded I-4 1.6 L/98,FWD,Gasoline Fuel,27,37,4-door Large Passenger Car,5
RPWVKGX3D5AP5CHH7,Used,2018,Dodge,Charger,4dr Car,4,Gray,Black,8,Automatic,72344,19498,V,Regular Unleaded V-8 5.7 L/345,RWD,Gasoline Fuel,16,25,4-door Large Passenger Car,5
ELXYKS5RP55302ZJN,Used,2017,Ram,1500,Crew Cab Pickup,4,Red,Gray,8,Automatic,73630,19498,V,Regular Unleaded V-8 5.7 L/345,RWD,Gasoline Fuel,15,22,2WD Standard Pickup Trucks,6
ZV2K5URHCKF72HTC3,Used,2021,Kia,Sedona,"Mini-van, Passenger",4,Gray,Gray,6,Automatic,75669,19498,V,Regular Unleaded V-6 3.3 L/204,FWD,Gasoline Fuel,18,24,2WD Minivans,8
HFP1J7W1DKYTMTYTT,New,2021,Ram,1500 Classic,Regular Cab Pickup,2,Silver,Gray,6,Automatic,0,19498,V,Regular Unleaded V-6 3.6 L/220,RWD,Gasoline Fuel,17,25,2WD Standard Pickup Trucks,3
MCBLCHDZ6HMTU26BF,Used,2022,Nissan,Rogue,Sport Utility,4,Blue,Gray,3,Variable,35420,19498,I,Intercooled Turbo Regular Unleaded I-3 1.5 L/91,AWD,Gasoline Fuel,28,35,4WD Sport Utility Vehicles,5
S6D13EYARVDZ4WNR5,Used,2017,Jeep,Wrangler Unlimited,Convertible,4,Gray,Black,6,Automatic,74568,19498,V,Regular Unleaded V-6 3.6 L/220,4WD,Gasoline Fuel,16,20,4WD Sport Utility Vehicles,5
EMSYL69SE1LD3KMSE,New,2022,Kia,K5,4dr Car,4,Blue,Black,4,Automatic,0,19498,I,Intercooled Turbo Regular Unleaded I-4 1.6 L/98,FWD,Gasoline Fuel,27,37,4-door Large Passenger Car,5
RBLB051MBEWEL3G38,New,2021,Dodge,Durango,Sport Utility,4,Black,Black,6,Automatic,0,19498,V,Regular Unleaded V-6 3.6 L/220,RWD,Gasoline Fuel,19,26,2WD Sport Utility Vehicles,7
NPPUFZF91LJV99XNX,Used,2023,Nissan,Sentra,4dr Car,4,Gray,Gray,4,Variable,23990,19498,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,28,37,4-door Mid-Size Passenger Car,5
TWHCCWPA1ENRZ0T4V,Used,2020,Jeep,Grand Cherokee,Sport Utility,4,Gray,Black,6,Automatic,63867,19498,V,Regular Unleaded V-6 3.6 L/220,RWD,Gasoline Fuel,19,26,2WD Sport Utility Vehicles,5
44DRASMKBE51L4A0W,Used,2022,Nissan,Frontier,Extended Cab Pickup,4,Red,Gray,6,Automatic,43181,19498,V,Regular Unleaded V-6 3.8 L/231,RWD,Gasoline Fuel,18,24,2WD Standard Pickup Trucks,4
SEZUCMGYU15Z5MK7S,Used,2021,Subaru,Legacy,4dr Car,4,Black,Black,4,Variable,39718,19498,,Regular Unleaded H-4 2.5 L/152,AWD,Gasoline Fuel,27,35,4-door Large Passenger Car,5
ZC4AZSEFA35YR9A1F,Used,2021,Toyota,Camry,4dr Car,4,Black,Gray,4,Automatic,62789,19498,I,Regular Unleaded I-4 2.5 L/152,AWD,Gasoline Fuel,25,34,4-door Mid-Size Passenger Car,5
1FBKZ3R7NHF7T9E1U,Used,2019,Ram,1500 Classic,Crew Cab Pickup,4,Black,Gray,8,Automatic,66949,19498,V,Regular Unleaded V-8 5.7 L/345,RWD,Gasoline Fuel,15,22,2WD Standard Pickup Trucks,6
XXA231E4S9DU8E8PB,New,2016,Ford,F-150,Extended Cab Pickup,4,Silver,Gray,6,Automatic,0,19498,V,Regular Unleaded V6 3.5 L EcoBoost,RWD,Gasoline Fuel,18,25,2WD Standard Pickup Trucks,6
T3JNM8497BCRURK4J,Used,2023,Nissan,Altima,4dr Car,4,Black,Gray,4,Variable,29777,19498,I,Regular Unleaded I-4 2.5 L/152,FWD,Gasoline Fuel,27,37,4-door Mid-Size Passenger Car,5
PVS5XSNFA0VNKD95E,Used,2023,Nissan,Altima,4dr Car,4,Silver,Gray,4,Variable,52064,19498,I,Regular Unleaded I-4 2.5 L/152,FWD,Gasoline Fuel,27,37,4-door Mid-Size Passenger Car,5
X4PPH4XKPGAVUSR9D,Used,2023,Nissan,Altima,4dr Car,4,Black,Gray,4,Variable,15582,19498,I,Regular Unleaded I-4 2.5 L/152,AWD,Gasoline Fuel,26,36,4-door Mid-Size Passenger Car,5
MR004JF8T5CT8NXLG,New,2017,Jeep,Wrangler Unlimited,Convertible,4,Blue,Black,6,Automatic,0,19498,V,Regular Unleaded V-6 3.6 L/220,4WD,Gasoline Fuel,16,20,4WD Sport Utility Vehicles,5
4SWPDVAB7CRDKE34C,Used,2021,Ford,Mustang,Convertible,2,Silver,Black,4,Automatic,45801,19498,I,Intercooled Turbo Premium Unleaded I-4 2.3 L/140,RWD,Gasoline Fuel,20,27,2-door Sub-Compact Passenger Car,4
D7UZRLGWDVMRJGG0N,Used,2023,Toyota,Camry,4dr Car,4,Gray,Gray,4,Automatic,40864,19498,I,Regular Unleaded I-4 2.5 L/152,FWD,Gasoline Fuel,28,39,4-door Mid-Size Passenger Car,5
YU3X2F06BZ28P4H7V,New,2018,Jeep,Wrangler,Convertible,2,Black,Black,6,Automatic,0,19498,V,Regular Unleaded V-6 3.6 L/220,4WD,Gasoline Fuel,18,23,4WD Sport Utility Vehicles,4
ZCX0DFND4XHWM7KUN,Used,2015,Jeep,Wrangler Unlimited,Convertible,4,Black,Black,6,Manual,75405,19498,V,Regular Unleaded V-6 3.6 L/220,4WD,Gasoline Fuel,16,21,4WD Sport Utility Vehicles,5
EL3ZR6EKVR1C9DTSY,Used,2018,Dodge,Charger,4dr Car,4,Silver,Black,6,Automatic,22047,19498,V,Regular Unleaded V-6 3.6 L/220,RWD,Gasoline Fuel,19,30,4-door Large Passenger Car,5
UKZ9KJHE223UTM6KJ,New,2020,Ford,Mustang,Convertible,2,Silver,Black,4,Automatic,0,19498,I,Intercooled Turbo Premium Unleaded I-4 2.3 L/140,RWD,Gasoline Fuel,20,28,2-door Sub-Compact Passenger Car,4
AXBRCD4JPKKUVM2EU,Used,2021,Nissan,Altima,4dr Car,4,Black,Gray,4,Variable,35422,19498,I,Regular Unleaded I-4 2.5 L/152,AWD,Gasoline Fuel,25,35,4-door Mid-Size Passenger Car,5
CXM2XCXUSHZ0EPS6A,Used,2020,Land Rover,Discovery Sport,Sport Utility,4,Black,Black,4,Automatic,22257,19698,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,4WD,Gasoline Fuel,19,24,4WD Sport Utility Vehicles,5
S78T7FPWMMMEJ04C0,Used,2023,Nissan,Sentra,4dr Car,4,Gray,Gray,4,Variable,4299,19898,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,28,37,4-door Mid-Size Passenger Car,5
CYAPJS1194J7NKZTG,Used,2019,Ram,1500 Classic,Regular Cab Pickup,2,White,Gray,8,Automatic,66479,19898,V,Regular Unleaded V-8 5.7 L/345,4WD,Gasoline Fuel,15,21,4WD Standard Pickup Trucks,3
K1WD8CA15EMY6PKFR,Used,2021,BMW,2 Series,4dr Car,4,Black,Black,4,Automatic,29567,19898,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,24,33,4-door Compact Passenger Car,5
R11HCP7C76ZSYX6TU,New,2016,Mercedes-Benz,E-Class,Convertible,2,Gray,Gray,6,Automatic,0,19898,V,Twin Turbo Premium Unleaded V-6 3.0 L/183,RWD,Gasoline Fuel,20,29,2-door Sub-Compact Passenger Car,4
3YMVBHY0GXZXEWTGL,New,2023,Nissan,Altima,4dr Car,4,Black,Gray,4,Variable,0,19958,I,Regular Unleaded I-4 2.5 L/152,FWD,Gasoline Fuel,27,37,4-door Mid-Size Passenger Car,5
LCTXWX148H2B6YTG7,Used,2023,Toyota,Corolla Cross,Sport Utility,4,Silver,Gray,4,Variable,6761,19997,I,Regular Unleaded I-4 2.0 L/121,FWD,Gasoline Fuel,31,33,2WD Sport Utility Vehicles,5
